Timestamp,Texte,Valence,Arousal
2026-05-13 17:00:27,Il y a de la végétation à la fende.,-0.128,-0.182
2026-05-13 17:00:30,"J'imagine ça, j'ai désolé.",-0.28,0.047
2026-05-13 17:00:32,Salut !,0.535,0.803
2026-05-13 17:00:36,Le Signeur est salué.,-0.59,0.33
2026-05-13 17:01:12,Alors je vois...,0.088,-1.0
2026-05-13 17:01:21,C'est une image qui représente aussi les dénuages.,0.156,-0.115
2026-05-13 17:01:24,"Cachons, ou les ailes.",-0.048,-0.41
2026-05-13 17:01:31,"La vue, Adon, j'imagine que c'est la mer aussi.",0.478,-0.35
2026-05-13 17:01:36,Et à la prochaine !,0.597,0.601
2026-05-13 17:02:17,Je vois les éléphons d'eau s'entraînent de jouer.,0.458,-0.083
2026-05-13 17:02:18,Ils sont attachés à une gantte.,-0.188,-0.295
2026-05-13 17:02:21,"C'est un peu triste, au morceau.",-0.343,-0.537
2026-05-13 17:02:23,Mais ils sont peut-être rien.,0.02,-0.076
2026-05-13 17:02:50,"Il est un creeper, il est pas très très mo...",-0.619,-0.622
2026-05-13 17:02:52,Il y a...,0.568,-0.292
2026-05-13 17:03:31,Je vois deux verres de bottes.,0.319,-0.401
2026-05-13 17:03:37,C'est une description d'image en français.,0.102,-0.493
2026-05-13 17:03:40,Elle s'en roule en noir.,0.215,-0.388
2026-05-13 17:03:43,Et sans très très usage.,-0.259,-0.009
2026-05-13 17:03:45,Voilà ça.,-0.059,-0.186
2026-05-13 17:04:09,Alors je vois des toilettes.,-0.193,0.017
2026-05-13 17:04:14,"C'est très très sol, j'imagine que c'est dans un chantier.",-0.072,-0.315
2026-05-13 17:04:21,Le sol est fait en maison et un arrière long va un mur fait en droit.,-0.06,-0.575
2026-05-13 17:04:23,Les toilettes sont bleues.,0.138,-0.558
2026-05-13 17:04:44,"Mais congress super magic, c'est vraiment sóloe.",0.089,-0.462
2026-05-13 17:05:00,C'est très très très important.,0.015,-0.316
2026-05-13 17:05:18,"Ce n'est pas bon pour faire un bon tour. Les Alps, les Chirées, les Alps, les Mecces, Alpes...",0.177,0.024
2026-05-13 17:05:40,"Alors là on est sur une route, il y a eu un accident de camion avec une voiture.",-0.412,0.447
2026-05-13 17:05:43,Voici sur le voile.,0.213,-0.51
2026-05-13 17:05:53,Un nocturnal qui est un ballet et le sachet bel.,0.113,-0.196
