Timestamp,Texte,Valence,Arousal
2026-05-20 15:18:53,"Alors du coup je vois quatre votes qui sont dégonalisés. Ça veut s'incé au cas, parce qu'il y a des votes dans les directions proposées.",-0.572,0.258
2026-05-20 15:19:00,et juste pour les câbles.,0.217,-0.401
2026-05-20 15:19:19,"On voit un canard sur un lac, un cycle sombre, un sexeur en vêtement. C'est une image très jolie avec une très belle résolution.",1.0,0.191
2026-05-20 15:19:22,Le fait qu'on voit sont reflés dans le loup.,-0.055,-0.014
2026-05-20 15:19:31,On demande de la beauté de nature ainsi que la beauté de l'aluminère pour aller à l'eau et la sceur.,1.0,-0.049
2026-05-20 15:19:46,"Alors on joue ce qui semble le reste, volette.",0.11,-0.215
2026-05-20 15:19:57,Je suis un souhait de gentil ou sèche. C'est pas forcément très agréable à regarder. C'est un endroit sol. On n'a pas forcément...,-0.344,-0.311
2026-05-20 15:20:03,"D'y passer du temps, parce qu'on se dit que ça peut être des règles à mon niveau de l'odeur ou même au niveau de la fiche.",-0.333,0.026
2026-05-20 15:20:22,"On voit le soleil caché derrière des nuages. Ce qui est partillier en Mongo, vient le contraste de l'admire du soleil et les partisons de neige qui moquent la lumière.",0.108,0.264
2026-05-20 15:20:26,Ainsi que les gradés douleurs simulant celles...,-0.816,-0.261
2026-05-20 15:20:30,Dans le doulet...,-0.104,-1.0
2026-05-20 15:20:35,Ça peut rappeler une certaine méancolie.,-0.884,0.41
2026-05-20 15:20:38,"Ah, autant d'un, c'est... euh...",-0.164,-0.917
2026-05-20 15:20:48,"Au fait que la vie ou le même si on l'a rendi, cela se s'assasse.",-0.887,0.429
2026-05-20 15:21:00,"Alors là, on va se lourer sans abri dans le jus.",-0.178,-0.12
2026-05-20 15:21:05,"Fortsément ça va dire la tension, ça va dire générique.",0.106,-0.375
2026-05-20 15:21:11,On aurait enlevé B mais on a forcément la sépissaire pour ça.,-0.602,0.177
2026-05-20 15:21:17,"Donc, si on fait une tourgasse...",-0.404,-0.794
2026-05-20 15:21:27,"Alors bon, c'est un accident, un avion.",-0.006,0.37
2026-05-20 15:21:33,"Et voilà, on se demande ce qui s'est passé.",-0.07,-0.198
2026-05-20 15:21:37,"On espère qu'il n'y a pas eu trop de dégâts, ils se le réplique.",-0.714,0.416
2026-05-20 15:21:43,Personne en tangée ou personne ne l'essaye donc.,-0.526,0.121
2026-05-20 15:21:46,Je veux dire que ce n'est pas si grave.,-0.592,0.464
2026-05-20 15:21:53,"Priester au ladder à Vier-Âmeit du Rai,",-0.062,-0.091
2026-05-20 15:22:05,"Moi, un bon avec le ciel de rire.",0.424,-0.556
2026-05-20 15:22:24,Donc... avec le chef derrière. Alors c'est une image assez jolie parce qu'on peut voir des reflissiers de directement sur les lates pour pouvoir faire encerrer à une puir récente.,0.115,-0.372
2026-05-20 15:22:39,sauf au moins à bon estava la,-0.535,-0.618
2026-05-20 15:22:42,L'attachement de résumé.,-0.753,0.559
2026-05-20 15:22:53,"Comme un restriction général, chamblato alerème a lieu à s'adandonner. On fera le recir de ce.",-0.633,0.111
2026-05-20 15:22:56,C'est ça.,0.025,-0.265
2026-05-20 15:23:05,"leyosquakes, bilan épouse du luxe fet hoch monitored, taioral du cercle, chuulehu 15, repr Ta உ裡面, traite la bœufldesnflow, ou ne clomper la viande avec une ag return, pour les deux",-0.265,-0.11
2026-05-20 15:23:17,Merci minion de les frais.,-0.002,-0.361
2026-05-20 15:23:44,T'as fait plus todas Nam qui,0.128,-0.21
2026-05-20 15:23:48,"Mais, globalement, on a fait assez d'écran.",0.076,-0.189
