Timestamp,Texte,Valence,Arousal
2026-05-13 14:52:25,Alors je vois un scède.,-0.106,-0.067
2026-05-13 14:52:32,C'est características de ce muita behaving !,-0.089,0.132
2026-05-13 14:52:37,"D'ailleurs, c'est un soleil. Je dirais que le soleil se couche ou se lève.",0.217,-0.068
2026-05-13 14:52:47,Ça me rappelle quand j'ai en remis que je me levais le matin pour regarder le paysage.,0.038,-0.054
2026-05-13 14:52:53,Je suis en train de m'aller d'avoir un champ.,-0.001,0.024
2026-05-13 14:53:02,Elle bouge un tourant au cours de 3 magas une h然ure ma bret qui torne.,-0.151,0.183
2026-05-13 14:53:21,Je vois un homme allongé par l'air qui semble être sans appris.,0.067,0.04
2026-05-13 14:53:24,J'ai dans l'arrêt.,-0.126,0.06
2026-05-13 14:53:31,Le guillet a fait les parères semblent vrai.,-0.01,-0.112
2026-05-13 14:53:40,On a des vrais tempting jewels quelque chose pouriful. La Heute de la Person Lucky,-0.051,-0.112
2026-05-13 14:54:04,Je vois des toilettes.,-0.042,-0.009
2026-05-13 14:54:06,Des toilettes...,-0.022,-0.45
2026-05-13 14:54:41,"Deus, au fond, ta gueule. D'ououte, frightening sure. P definitely. D'ouce brhh. Brett sentai la wrapping iron. Haaa... Deut au lodge Comme la��ie a m'laore bien vous ne Allegreca.ardon ergonomda, 20 Boules UK. Mais c'est pour celui de l'léberie. Je interpreted acho que desquelles sont actuelles. Je pense leur dédéopaire pour opticis ou au capitaliste. Le fr treasure, j'amoigne les mires du dég Lavol face.<|zh|> wines-bluffuel. Et ça, j'ai bien agné des qualitativequettés comme par terre, et qu'on installing l'adמן de Nr ابot-Oijla.",-0.142,-0.308
2026-05-13 14:54:47,Je vois un canard dans l'eau.,0.064,-0.205
2026-05-13 14:54:59,"Aye, road tourment, 8.",0.029,-0.142
2026-05-13 14:55:07,"C'est une image, je m'en avance lorsque j'allais au-delà avec mes barons. Et que je j'dis à une vaine direction de la rouler.",-0.06,0.049
2026-05-13 14:55:28,Ce qui m'a l'air d'être un bon.,0.044,0.059
2026-05-13 14:55:34,Avec fillet dans la nature.,0.162,-0.13
2026-05-13 14:55:41,"Avec un ciel assez murageux, il est le soleil qui rire.",0.358,-0.112
2026-05-13 14:55:48,"Le ensemble être durant la matinée, le image a été pris.",0.039,-0.097
2026-05-13 14:56:00,Jeûle le Pictures Van a其实 un est simple...,-0.054,-0.212
2026-05-13 14:56:22,Ce qui semble les béés et les femmes.,-0.083,0.069
2026-05-13 14:56:29,Mais qu'on corde à approcher donc je pense que...,-0.051,-0.052
2026-05-13 14:56:32,Ce n'est pas d'ici les francs à côté.,-0.056,0.005
2026-05-13 14:57:11,Alors je vois un camion.,0.073,-0.224
2026-05-13 14:57:13,Rouges et blancs.,0.111,-0.082
2026-05-13 14:57:20,"Qui est cassé, semble avoir un accident avec une autre chose.",-0.152,0.049
2026-05-13 14:57:23,Je vois une autre voiture aussi assez.,0.184,0.032
2026-05-13 14:57:32,Je suis une personne.,-0.051,0.004
2026-05-13 14:57:38,Personne qui va y bien en est.,0.014,-0.008
2026-05-13 14:57:42,La voiture est vraiment démouillée.,-0.052,0.116
2026-05-13 14:57:51,Il a pense que vous pouvez rep listenser par des pigercs.,-0.121,0.09
2026-05-13 14:58:03,ce senbletre ne serait son tele.,-0.33,0.025
2026-05-13 14:58:05,Normalement le terreur.,0.09,-0.338
2026-05-13 14:58:21,"tout vaire, quoi !",-0.119,0.152
2026-05-13 14:58:34,Ça me dévoie que lorsqu'on rentre une journée à la maison et on se déchose.,-0.226,0.138
2026-05-13 14:58:52,Je vois un petit bateau rouge et blanc.,0.23,0.011
2026-05-13 14:59:17,"Alors, c'est bon, et je ne vous en fait qu'il n'est pas en merveilleux.",0.21,0.002
