Timestamp,Texte,Valence,Arousal
2026-05-20 16:20:50,"Ok, donc là ce que je vois c'est le rue avec quelqu'un qui est allongé par air. Il y a priori et sans-domicile. Je vois que les maquazins qui est fermisent que les stores sont blessés.",-0.958,0.358
2026-05-20 16:21:02,"Vu que la rue est vie, les store sont vécés. En les tuerre, c'est peut-être dans la matinée en fin de la boumique avec les noisiers. Il n'y a pas de soleil.",-0.42,0.214
2026-05-20 16:21:05,Je te dis son façon vraiment mais...,0.055,-0.301
2026-05-20 16:21:07,C'est pas très duré.,-0.465,0.231
2026-05-20 16:21:24,"Donc, là on a façant de ta na...",-0.166,-0.829
2026-05-20 16:21:31,"C'est ça l'air plutôt tranquille et dans son lace à marre, je veux dire.",0.746,-0.387
2026-05-20 16:21:38,Il a l'air de ce ballet et pour faire les racises visées.,0.281,0.19
2026-05-20 16:21:50,"Alors là, on fait face à bord de chaussures et on a des troussés sur le sol de l'apparument.",0.073,-0.307
2026-05-20 16:21:54,Ça peut être une...,-0.156,-0.605
2026-05-20 16:22:04,"Les chaussures, certaines chaussures en l'air un peu amie comme si y avait une lume à s'exer.",0.108,0.043
2026-05-20 16:22:15,"Ça rappelle, sur Réentra Mico, on a plein de chaussures sont retacées dans un nombre, parce qu'on retire donc chaussures.",-0.261,-0.002
2026-05-20 16:22:16,On les tourne la partout au haïs.,0.036,-0.173
2026-05-20 16:22:22,"Je suis sur son loin, j'ai une carton en dehors.",-0.323,-0.666
2026-05-20 16:22:34,lexion indonne.,0.156,-0.279
2026-05-20 16:22:48,Donc là c'est bon.,-0.045,-0.316
2026-05-20 16:23:01,Il y a les rôles tout longs mais il s'en envisage assez agréable. Il y a quelques nuages.,0.092,-0.118
2026-05-20 16:23:07,"Mais c'est désert, c'est un truc aussi que c'est tout sympa.",-0.276,-0.188
2026-05-20 16:23:21,Don ta paix leur hâte là ? Ecçeition par la figure du neée Vowski de La Vicerure de drawers robeSley hanibi Kolig salkee hårtoune placart dict chat على une visite de la chansonthinking c př hormones dans la urcurt GO. non ci dangermaz,-0.797,0.122
2026-05-20 16:23:22,Je n'avais pas réel sur les cannaires de ce oujesse.,-0.132,-0.181
2026-05-20 16:23:31,Ça rappelle un peu comme quand on rentre à la fin des gens qui vont venir finir. On est avec les sous-apprécions ça rêve.,0.054,-0.477
2026-05-20 16:23:39,"Si le genre de photo comprend, même en attention à soi, on voit un visage qui vaut.",0.262,-0.131
2026-05-20 16:23:52,"Alors c'est toilette en l'air un peu abandonnée. Assis à l'abri, vous le sais... ça...",-0.314,-0.674
2026-05-20 16:23:59,"Ça peut être salaire d'un autre chose qui est dans un croix, comme la cause des voies des rienes.",-0.099,-0.028
2026-05-20 16:24:02,Comme si c'était au fond d'un garage.,-0.112,-0.552
2026-05-20 16:24:12,"Je trouve ça été bird before I do, dans ce parlament. Puis ça avance une palette qu'on jutit.",0.13,-0.765
2026-05-20 16:24:24,"C'est... 2e chrono. Alors, à première vue, imaginez un cignon.",-0.209,-1.0
2026-05-20 16:24:35,"Mais quand on voit, il y en a un des deux qui a une corde, les qui sont dans la cité, et de l'heure, ils ont l'air de se sonir, n'en l'eau.",0.013,0.019
2026-05-20 16:24:46,Ce sausage est mais ou plus hemérale pour notre film !,-0.335,0.441
2026-05-20 16:24:54,"L'organité de ce scient hidden progrès internet spraying veux que les 10ulations que vous obtiettez cumhur whiskey pour remeter l'優éduno, les collègues...",0.004,0.062
2026-05-20 16:24:56,C'est un trip sur que les hécuces sont assez endommagées.,-0.203,0.147
2026-05-20 16:25:03,Si nous savais l'air d'être sur l'air de...,0.097,-0.942
2026-05-20 16:25:07,"Je veux trop de dévacants qui me disent comme ça. Je suis oublie à l'année, j'acquette.",-0.467,0.372
2026-05-20 16:25:17,"Je suis l'日 à Fabrique, puis j'étais tranquille!",0.342,0.246
2026-05-20 16:25:28,C'est imagine de bateau.,0.333,-0.399
2026-05-20 16:25:34,C'est... Pareil qu'on ne voit pas vraiment de rouler de soleil chez le WG.,-0.024,-0.301
2026-05-20 16:25:40,"Ahops, ok. Je suis venue ça dans la r failures",-0.255,-0.72
