Timestamp,Texte,Valence,Arousal
2026-05-20 10:35:27,Ça n'est pas la place.,-0.118,-0.216
2026-05-20 10:35:31,"Et tout de même se mûner, attentionment heureux.",-0.26,0.475
2026-05-20 10:35:35,Avec un petit coup de soleil.,0.318,0.163
2026-05-20 10:35:50,"Ça me evoque, bah si je vois deux élèves.",0.082,-0.391
2026-05-20 10:36:00,"Qui sont attachés, c'est d'où un sentiment malheureux qui leur a appelé...",-0.222,0.142
2026-05-20 10:36:29,Je vous invite.,-0.052,0.231
2026-05-20 10:36:34,"Ça me n'est vogue fin ça, je vois un ascenti.",0.05,-0.282
2026-05-20 10:36:53,"Je vous en accidons, j'aime rappel de se mener...",-0.115,0.086
2026-05-20 10:36:56,Ce n'est pas très bien.,0.064,-0.056
2026-05-20 10:37:00,"Pour la tristesse, c'est un domaine de la peur.",-0.006,0.162
2026-05-20 10:37:16,"Je vois un canard qui s'énage, ça me rappelle le facel de mes vogles et la liberté, une toi, un sentiment heureux.",0.681,-0.349
2026-05-20 10:37:28,Je vois un bateau rouge et blanc.,0.648,-0.002
2026-05-20 10:37:34,"Ça me rappelle, je me rappelle, je me suis mené en vol.",-0.321,0.23
2026-05-20 10:37:38,numerical assembly ?,0.131,-0.157
2026-05-20 10:37:50,Je vous ai une personne qui dort dans la rue sur sa mode.,0.221,0.024
2026-05-20 10:37:52,C'est un fait central de la prédesse.,0.084,-0.011
2026-05-20 10:38:11,"Je vois des toilettes, de sol et de sal...",0.267,-0.677
2026-05-20 10:38:31,"C'est quoi, une observation ? C'est la question que je fais ici !",-0.193,-0.084
2026-05-20 10:38:40,Je vous occadote.,-0.052,-0.212
