Timestamp,Texte,Valence,Arousal
2026-05-22 13:55:48,"Voilà, je vois un des élèves, ça met un petit peu ma loupeur.",-0.074,-0.176
2026-05-22 13:55:52,"Un peu tricé, c'est que vous pensez à Paris en peu.",-0.31,0.173
2026-05-22 13:56:01,C'est le sol qui va penser à Paris mais on voit ça en tavent à mon doigt. Elle fait un petit peu mal au coeur.,-0.607,0.103
2026-05-22 13:56:19,"Je vois un canard, c'est mignon, je ne vois pas le doute de la photo de mon jeirais comme si il avait ses cheeses en arrière.",-0.182,-0.045
2026-05-22 13:56:24,"Ça me pensait à Paris, à Montréal.",0.236,-0.256
2026-05-22 13:56:56,"Voilà, ça me s'en batou. Je suis allé à mal longtemps à sa carrière.",-0.262,0.248
2026-05-22 13:57:01,"Il y a plein de vêtements comme ça. Tu me sens à ce moment-là, c'est là où on en sera.",-0.486,-0.82
2026-05-22 13:57:08,Regarde quoi je ne peux<|br|>,-0.362,-1.0
2026-05-22 13:57:32,"Ça fait penser à un crash forcément en plus une hèche. On se dit que c'est des aco-sous vers la. On voit qu'il n'a pas de rouleur. Après que c'est des rouleurs, on ne sait pas.",-0.851,0.537
2026-05-22 13:57:34,"Du coup, ça avait pensé au fait qu'il pourrait attention sur la route.",-0.383,0.116
2026-05-22 13:57:38,Et que je ne sais pas trop ce que fait la personne en rouge aussi.,-0.249,0.345
2026-05-22 13:57:55,"Là, je vais détoleter. Ah oui, ça me fait un peu penser aux volets des acrobranches.",-1.0,0.056
2026-05-22 13:58:03,Et ça me faut aussi penser qu'il faut que j'ai une autolette avant de partir de chez moi. Et pas... Donc je suis là-bas.,-0.428,0.394
2026-05-22 13:58:18,"Ok, ça me fait penser à projet, vous dis Marie, j'ai eu un temps très bon fayeur.",0.093,0.093
2026-05-22 13:58:25,"Voilà, c'est super beau, on rien peut voir, parce que je me vends.",0.069,-0.631
2026-05-22 13:58:35,Je reprête. Aussi on dit un peu qu'un loin haut et ça foncé quand on était les nuages. C'est un bon moyen grave.,-0.977,0.728
2026-05-22 13:59:03,"Là, ça me fait penser. Je sais pas si ça a poussé de soleil, mais ça ne fait penser au remnade quand les jeunes et bien tu en voyais, ça allait un peu mouiller par terre.",-0.75,-0.113
2026-05-22 13:59:09,C'est une chronale de la causée du matin. J'ai très envie de la faire.,-0.22,0.504
2026-05-22 13:59:38,"Là, il y a des choses sur. J'avais passé le ensemble. Je crois qu'elles vont en roncier. Elles vont ensemble en dégonne. Ça me pensait à quoi? En vrai, de perdre de bonnes petites ou du grandes. Ça pensait à peu à ma série. Je suis un universitaire. Merci beaucoup. Mais les...",-0.446,0.109
2026-05-22 13:59:42,"Les votes sont un peu trop salles pour se solider votre démaisseur, donc ça va encerer.",-0.374,0.514
2026-05-22 14:00:10,Là on voit les petits éléphants. Alors au début j'y trouvais ça à Minion. On verrait les cordes autour de leur ouvre de leur ou que ça fait un penser à l'exploitation animal dans les pays d'Asie avec les éléphants.,0.093,0.085
2026-05-22 14:00:12,Je suis au salon à la série.,-0.071,-0.21
