Timestamp,Texte,Valence,Arousal
2026-05-20 13:24:02,On voit des toilettes avec un peu de bois. On a arplan. C'est très sol. C'est très mal entretenu. Je ne vais pas faire quelques alahs dedans.,-0.856,0.234
2026-05-20 13:24:14,"Le seul c'est en béton, c'est sale, le bois pari d'aller reprendre du pancé derrière. Pas un endroit.",-0.264,-0.58
2026-05-20 13:24:17,Pas genre de folie que j'aimerais voir dans ma maison de la France.,-0.435,-0.043
2026-05-20 13:24:32,"4 kabots de perchacuin, bien serré, voir t'a trop.",-0.157,-0.044
2026-05-20 13:24:39,Chacper est un versé du noir à l'autre.,-0.067,-0.102
2026-05-20 13:24:43,Moi c'est juste bizarre.,-0.064,0.013
2026-05-20 13:24:58,On va tout amarrer dans un vôtre.,-0.079,-0.067
2026-05-20 13:25:14,"Il n'y a pas l'air de forcément très mal entretenu, pas forcément très bien entretenu non plus. On aura un peu poussière, à peinture rouge sur la coca-valière très...",0.063,-0.627
2026-05-20 13:25:16,L'ardeur envie que j'en peux.,-1.0,0.608
2026-05-20 13:25:20,Je n'ai pas idea de ferner.,-0.13,0.044
2026-05-20 13:25:31,"Salut dessus de Calcaire, on va dire c'est un peu blanc.",-0.245,-0.505
2026-05-20 13:25:42,On fait le très bel image.,0.789,0.127
2026-05-20 13:25:50,"Très très vélimage, un beau ciel bleu, le soleil derrière les nuages avec un très beau contraste.",1.0,0.243
2026-05-20 13:25:59,Belle couleur en genou de dessous des nuages du soleil. C'est une très belle photo.,1.0,0.128
2026-05-20 13:26:07,On en a une mal préférée.,-0.984,0.607
2026-05-20 13:26:10,"Non, un book à nos...",0.479,-0.108
2026-05-20 13:26:19,"Le frein au chis, le frein au cerf.",0.092,-0.474
2026-05-20 13:26:25,"D'ailleurs, d'avoir une marque sur le...",0.536,0.032
2026-05-20 13:26:36,Le variant de titre sur le baik?,-0.024,0.153
2026-05-20 13:26:42,"Je sais pas ce qui va arriver mais je ne sais pas ce qui va rien arriver. La photo est belle, il est plutôt...",1.0,-0.272
2026-05-20 13:26:46,Elle donne plutôt le soirée en vrai. C'est beau.,0.727,-0.448
2026-05-20 13:26:55,Encore une belle photo.,0.742,-0.31
2026-05-20 13:27:00,"Avec un beau contraste, une belle lumière, on est sur un pont.",1.0,-0.457
2026-05-20 13:27:05,"On a un réchante qui est un petit peu doux sur le vent, on dirait que il a plu.",-0.381,-0.167
2026-05-20 13:27:08,Ça donne une belle ambiance.,1.0,0.154
2026-05-20 13:27:12,Qu'a écrit les honnêt ! C'est Pour un Vente,0.381,0.03
2026-05-20 13:27:13,"Jéré, on va dire.",-0.076,-0.243
2026-05-20 13:27:17,On a avocé avec des bonnes nuages bleus.,0.415,-0.214
2026-05-20 13:27:26,"Aux arbres aussi de belles couleurs, même si c'est très contrastique, la lumière vient dans la salle.",0.68,-0.357
2026-05-20 13:27:30,"Ça reste un peu noir, mais on distinque un peu vers.",-0.101,-0.086
2026-05-20 13:27:34,"On va faire l'endroit, on aimerait bien y être.",0.449,-0.333
2026-05-20 13:27:48,"On dirait des élefants taux, merci de voir des élefants taux.",-0.177,-0.377
2026-05-20 13:27:59,Il est très très jeune. Il faut le orange sur le crâne et sur l'ordo.,0.157,-0.296
2026-05-20 13:28:04,"Pensez en l'air d'être en captivité, je vous en retrouve.",-0.657,0.631
2026-05-20 13:28:06,Ils sont dans un seul vétonnais.,-0.047,-0.219
2026-05-20 13:28:22,"Ce qui est comment, on doit en appartenir à un zoo. Non, c'est une belle photo. C'est un vrai invo que je vois des effantes comme ça. Avec qui on l'air aussi jeune et aussi...",1.0,-0.593
2026-05-20 13:28:26,François moucezar j'ai reckon avec qu'il ☥re un nom disability dont woblant.,-0.818,0.132
2026-05-20 13:28:39,Alors est à vrai que les ch poderia se répéter...,-0.505,-0.497
2026-05-20 13:28:47,"Je serai comme le camion et l'hévité devant. La voiture d'A-A-LU est aussi vite devant. Du parcuité quelque chose à la voiture d'A-A-LU, c'est quelque chose. Un parcuité de camion.",-0.421,-0.18
2026-05-20 13:28:53,On voit un mec foutu la côte en train de ramasser de l'anège.,-0.493,0.052
2026-05-20 13:28:56,Moi ça un peu bizarre.,-0.111,0.113
2026-05-20 13:29:03,Ça va être un sacré accès dans le capot bien défoncé.,-0.297,0.105
2026-05-20 13:29:06,"Le Parti, c'est les partions de neuf ans.",-0.194,0.053
2026-05-20 13:29:19,Elle veut demander à aussi la barre d'é Whereas ! Motherhouse !,0.644,0.651
2026-05-20 13:29:20,"Il y a un contrat de bizarre avec la photo avec le long du en général avec l'année, le temps et l'occident.",0.42,-0.0
2026-05-20 13:29:31,"Alors il faut te communer, répond au revoir.",-0.128,-0.186
2026-05-20 13:29:35,Von ce moment-làCHATER Vasschuss.,-0.251,0.108
2026-05-20 13:29:48,"Il a forcément un SDF qui n'a pas l'air en bon état. Le Gene Troé, on peut voir sa jambe de vie sans Gene Troé. Il dort à même le liton dans la rue.",-0.984,0.319
2026-05-20 13:29:55,"C'est vraiment pas beau, c'est une scène malheureusement banale de France.",0.081,-0.012
2026-05-20 13:30:05,"Si non, classe est un petit bien Renoir. Le frère est surrespecté de ma peau en voyant.",-0.46,0.596
