Timestamp,Texte,Valence,Arousal
2026-05-20 13:14:23,"Donc là je vois un pont, un pont en bois.",-0.043,-0.279
2026-05-20 13:14:26,C'est évoqué.,0.116,-0.235
2026-05-20 13:14:40,"Un sentiment de nos salgies, peut-être d'enfance, de liberté, de tranquille, peut-être même d'été.",-0.163,0.128
2026-05-20 13:14:45,Euh...,0.123,-1.0
2026-05-20 13:14:58,"Donc là, je suis en train de voir deux bébés et les phan. Je suppose son captif, visant un truc pour dehors...",-0.292,-0.421
2026-05-20 13:15:14,"Autour de leur coût, ça évoque un sentiment de fraternité mais aussi un peu de tristesse, vu qu'ils ne sont pas libres. Il y a aussi cette...",0.289,-0.011
2026-05-20 13:15:18,"Ce sentiment de Tristace, on va dire un...",0.14,-0.616
2026-05-20 13:15:20,Sur l'envisage.,0.3,-0.036
2026-05-20 13:15:30,Là je vois quatre bots en queer.,-0.255,-0.266
2026-05-20 13:15:35,Ça évoque comme sentiment.,0.111,-0.351
2026-05-20 13:16:03,"La mort peut-être, je pense, il y a deux pour une femme et une paire pour des femmes. Peut-être, c'est une famille. Ça va qu'à sentiment familial. Chaleuron, on va dire, le fait qu'elles ont la beauté de cette façon-là.",0.367,-0.014
2026-05-20 13:16:11,Ah !,-0.169,0.36
2026-05-20 13:16:14,"Où ? J'. Planète se Le Bleu Long,",-0.231,-0.086
2026-05-20 13:16:28,"Donc là, devant moi, il y a un camion qui vient de faire un accident avec ce que je suis vose.",-0.339,-0.099
2026-05-20 13:16:34,"Peut-être voiture, c'est la voiture en plus bas, de derrière. Ça évoque...",-0.029,-0.268
2026-05-20 13:16:49,"L'inquiétude, surtout, l'appeur pour la personne qui a pris cette accident, parce que je vois si c'était un accident sérieux, j'y smart qu'il est mal.",-0.682,0.585
2026-05-20 13:16:58,"Donc là, je suis en train de voir, suppose c'est un SDF.",-0.117,-0.061
2026-05-20 13:17:02,Un truc de Life,0.495,-0.702
2026-05-20 13:17:08,"Un SDF, ça évoque comme sensation.",0.15,-0.244
2026-05-20 13:17:13,"La tristesse, la peine.",-1.0,0.873
2026-05-20 13:17:25,"Comme à ce qui va vivre sous ce roi, il porte un monto. Ca se voit qu'il est inconfortable. Il essaie de dormir. Ca le raterait...",-0.296,-1.0
2026-05-20 13:17:28,Une mapou sur mon tam.,0.257,-0.483
2026-05-20 13:17:33,J'espère y'a ce sentiment de...,-0.189,-0.745
2026-05-20 13:17:36,Le port de panne inquiétude.,-1.0,0.613
2026-05-20 13:17:53,"Donc là devant moi, il y a un soleil que je suis pas au secou chance, à le vent derrière. Un nuage.",0.336,-1.0
2026-05-20 13:17:58,"Comme le sens humain, ça évoque la tranquillité la bille.",-0.065,-0.289
2026-05-20 13:18:03,"Un peu aussi la l'Austatie, je vais dire l'enfance.",-0.036,0.151
2026-05-20 13:18:15,Aiahahahahahahahah oportunidad de la joindre. Polynes tower quand mêmeца. Commenter porteur y ai une autre chance et lênone de chezents Gulcon. Personne aura des repasовages.,0.29,-0.68
2026-05-20 13:18:15,"Et vous, peut-être, les membres.",0.058,-0.326
2026-05-20 13:18:19,La stabilité de l'esprit.,0.401,-0.439
2026-05-20 13:18:31,"Donc devant moi, il y a un bateau ou j'ai blanc.",-0.227,-0.102
2026-05-20 13:18:37,"La photo est mal cadrée, je suppose, je evoque surtout...",-0.023,-0.627
2026-05-20 13:18:41,La curiosité.,0.573,0.399
2026-05-20 13:18:45,"Le plus grand, peut-être, pour un blanc plus grand.",0.136,-0.352
2026-05-20 13:18:51,Je pense que ce n'est pas un jouet.,-0.041,-0.454
2026-05-20 13:18:59,"Ça évoque surtout, l'envie d'aller à la mer à la blâche.",-0.551,0.239
2026-05-20 13:19:08,"La mure que j'ai offert la mer et la plage, va rater tout ce qui est marrétime.",0.321,0.138
2026-05-20 13:19:16,A Taylor pour mon ami cuma wage était desειres imménations au Muddrenöne de Postes.,0.14,0.009
2026-05-20 13:19:23,"Donc là devant moi j'ai un canard, ça évoque surtout.",-0.041,-0.545
2026-05-20 13:19:26,La sensation de...,0.875,-0.353
2026-05-20 13:19:31,Il est también çaosas aujourd'hui.,0.077,0.166
2026-05-20 13:19:35,J'ai envie de donner un calendre de prendre avec moi la maison.,0.324,0.101
2026-05-20 13:19:37,Euh...,0.123,-1.0
2026-05-20 13:19:45,"Ça me rend heureux de le voir. Ça me rend joyeux, tranquille, d'esprit.",1.0,0.038
2026-05-20 13:19:49,J'ai envie qu'il soit devant moi et que je me le douche.,-0.657,0.025
2026-05-20 13:20:00,"Donc là devant moi je suppose c'est une toilette, une puvette.",-0.366,-0.008
2026-05-20 13:20:04,Ça évoque le dérou. J'ai envie de vomir.,-1.0,0.613
2026-05-20 13:20:09,Il y a quoi dedans mais je ne suis pas envie de savoir.,-0.331,-0.485
2026-05-20 13:20:19,J'ai envie de rester le loin de cet endroit et je compréhée ma main si je touche n'importe quoi sur cette photo.,-0.044,0.276
