Timestamp,Texte,Valence,Arousal
2026-05-13 12:12:19,On validate y avoir un bac.,0.173,0.066
2026-05-13 12:12:21,"Ah, ici, je m'allais...",0.0,-0.179
2026-05-13 12:12:41,"Je veux asserir ça, voir un scientifique ce qui est venu dans le rue.",0.07,0.071
2026-05-13 12:13:07,"Ici, on voit deux élés fondos. Ils sont uscrés jeunes et sur un sol qui est lié. Alors ils sont plus tounions.",0.129,-0.064
2026-05-13 12:13:18,"Mais on va voir qu'ils sont quand même venus en l'aise, que c'est quelque chose qui est plus triste.",-0.058,0.053
2026-05-13 12:13:42,Je vois une image assez résente ou un ganat de râde nage et rejouage.,0.142,-0.084
2026-05-13 12:13:46,Je vais vous dire qu'il fait beau.,0.036,-0.173
2026-05-13 12:13:52,Je trouve ça assez rélacant de voir au lot aussi.,-0.134,0.033
2026-05-13 12:14:48,"Ici on voit une image qui est assez eau, je vous assure, la beauté, je vais en marquer.",0.347,-0.092
2026-05-13 12:14:54,Je ne vois pas grand-chose.,0.104,-0.044
2026-05-13 12:15:16,"Ici c'est pareil, un jeu qui est très neux, sans le monde, un ballon qui est à l'arrière.",0.066,-0.16
2026-05-13 12:15:25,Je l'ai reflée dans l'eau. Tire que la vidéo est assez joieuse et c'est plutôt triste comme âge.,0.147,-0.052
2026-05-13 12:15:47,"Ici je vois la action, le rupture qu'il y a un fait en temps.",-0.074,0.099
2026-05-13 12:16:15,ーん...,0.071,-0.367
2026-05-13 12:16:51,"Je ne suis pas sur cette image, je vois, il faut aller dire les toilettes de sèche.",-0.097,0.144
2026-05-13 12:17:16,"Sur cette âge, on voit un fond sous un jet de soleil qui préaut la couleur du ciel et ma fille. Il fait une voix quelque nuage et sur ce nouveau voire aussi petit flambeau dans lequel se reflet le très tétirou jet de soleil.",0.263,0.013
2026-05-13 12:17:55,"Sur cette image, je crois vraiment un très beau coucher de soleil et un bon avec des flacottes dessus. Et je trouve que l'eau reflète vraiment bien la beauté du paysage que le roi.",0.646,-0.011
