Timestamp,Texte,Valence,Arousal
2026-05-22 14:27:39,"On voit 2 bébés éliphants, qui se lament attacher.",-0.021,-0.001
2026-05-22 14:27:48,"Peux moi, j'ai un moins de 40 mai, je ne sais distinct Mohammedie des chokingais, ced j萬, je suis probable est pourrai toi ramenée",-0.871,0.218
2026-05-22 14:27:51,"L'image, j'aime faire ressentir.",0.509,-0.048
2026-05-22 14:28:05,Euhivedouens.,0.09,-0.024
2026-05-22 14:28:15,De quoi on dit ?,0.03,0.043
2026-05-22 14:28:18,Je suis sûr qu'il y a un ami.,0.372,-0.091
2026-05-22 14:28:20,C'est une vidéo de quoi ?,0.07,0.0
2026-05-22 14:28:25,"Et voilà, on ne se rend pas à la page.",0.122,-0.286
2026-05-22 14:28:26,C'est une vraie d'interprétation.,0.084,-0.044
2026-05-22 14:28:38,"Ok, c'est la boule d'embatos.",0.204,-0.282
2026-05-22 14:28:44,"Oui, votre huile est sale.",0.204,-0.319
2026-05-22 14:28:47,Je sais pas.,-0.38,0.237
2026-05-22 14:29:11,"On voit un camion qui est un accident, je ne vois pas de sang. Voilà la voiture au-dessus derrière est casée.",-0.903,0.554
2026-05-22 14:29:17,"On sait ce que le camion s'est arrêté, il est là où tout à l'heure, c'est plus le camion.",-0.54,-0.03
2026-05-22 14:29:19,Il y a pas l'air d'avoir du plicéré.,-0.153,-0.297
2026-05-22 14:29:29,C'est un des élèves qui a besoin de l'eau chrée.,0.245,-0.109
2026-05-22 14:29:33,"Ouais, t'es l'air de mature mal, dans les vues.",-0.341,-0.096
2026-05-22 14:29:48,On voit des nuages qui cachent un soleil gauche. Même gauche.,0.383,-0.638
2026-05-22 14:29:52,Voilà une heure traverse.,0.283,-0.018
2026-05-22 14:30:05,"Vous faites des transitions sur ce Na diagonal, vous nous offrez au revers wspier.",0.16,-0.028
2026-05-22 14:30:22,leads du mensonge lamp.,-0.251,-1.0
2026-05-22 14:30:33,"On va un canal art avec son reflet derrière, au qui l'avance.",0.264,-0.283
2026-05-22 14:30:41,VIN TOYME TRUDE,-0.446,0.2
2026-05-22 14:30:57,"Qui on voit bon, qui a l'air mouillé dont il est à l'roge dans le canal ou la mer avec le soleil en refaç.",-0.166,-0.088
