Timestamp,Texte,Valence,Arousal
2026-05-13 17:33:56,"Je vois un SDF allongé sur le sol avec des vêtements, le long d'un trottoir.",0.321,-0.344
2026-05-13 17:34:09,C'est en ville et le trottoir relativement vite. Il y a un grillage derrière avec quelque chose qui ressemble à une goûtique.,0.955,-0.129
2026-05-13 17:34:37,"Alors je vois 2 bœur de bote, osé sur le sol.",0.129,-0.592
2026-05-13 17:34:52,"La chaussure en bas à droite, un deux, de sorte de cinture, une en haut. Celle-de-gauge, c'est une bote avec sorte de talon sur LV.",-0.084,-0.528
2026-05-13 17:34:55,qui est l'heure de corresponde à la même qui est en haut à droite.,-0.194,-0.581
2026-05-13 17:35:06,"Le tout sur un parquet, donc c'est des boss qui ont la rappel très similaire et des titres à réaction sur un parquet avec un certain motif répédois là.",-0.221,0.181
2026-05-13 17:35:59,"Ok, alors l'image me s'a représentant ciel avec des nuages qui masque le soleil. On a un effet de lumière ou le soleil appareil.",0.043,-0.224
2026-05-13 17:36:02,Sans être visible mais on a aussi...,0.25,-0.164
2026-05-13 17:36:14,"Un peu de rouge vers le bas. On suppose que c'est le coucher de soleil. On voit également le nombre du paysage. C'est à dire on voit des sordards, des auto électriques.",0.056,0.065
2026-05-13 17:36:26,"Ça a l'air d'être en fin de journée début soirée. Et ça m'évoque une fin de journée d'édée, donc quelque chose de bésie, blou.",-0.061,-0.519
2026-05-13 17:36:31,"J'ai profité et ou de la soirée, mais comment c'est ?",-0.042,-0.147
2026-05-13 17:36:52,J'ai besoin d' driver l'ar volunteered deiquer sa квартиre.,-0.27,0.079
2026-05-13 17:37:16,"Je vois un canard qui a l'air de se déplacer sur un fleuve. Il se déplace parce qu'il y a des zones sur l'eau. Il s'en a à lui, il s'en a d'artéfaques, il se pose un mouvement. On voit également l'ombre du canard sur l'eau.",-0.274,0.181
2026-05-13 17:37:32,"Il y a également quelques éléments dans l'eau, des feuilles, des morceaux de voulu, je ne sais pas, ou des artistes des objets.",0.243,-0.174
2026-05-13 17:37:46,Ça va être un fleuve tranquille. Ça a l'air des teux très agréables. Le roi bleu manque une ballade dans un parc. Tu vois un petit canard de la détendu l'eau. C'est agréable.,0.87,-0.263
2026-05-13 17:38:01,Alors je vois un avion qui est euh...,0.082,-0.295
2026-05-13 17:38:10,"Alors relativement de taille peut-être pour une ou deux personnes, peut-être un avire de pêche, sans le mensonge.",0.034,-0.106
2026-05-13 17:38:21,"Il a l'air d'être attaché avec une chaîne, aux d'être un bord, ou d'être un particulier, je sais pas. Et il est rouge avec...",0.045,-0.59
2026-05-13 17:38:23,Des lettres écrits dessus mais...,-0.027,-0.294
2026-05-13 17:38:29,"Il a l'air d'être assez... bon là, bouchir hum en même temps.",-0.351,-0.338
2026-05-13 17:38:32,Il n'y a pas tant de brouilles.,0.025,-0.5
2026-05-13 17:38:45,"J'irais que c'est un bateau soit de bége, soit un particulier et ça m'évoque à l'aventure, l'exploration, maritine et...",0.655,-0.068
2026-05-13 17:38:47,La liberté.,0.394,-0.102
2026-05-13 17:39:07,Ça ressemble à des VC qui ont l'air qui sont bleus mais qui ont l'air d'être dosant.,0.015,-0.101
2026-05-13 17:39:11,Puis on l'air d'être aux uns salés ta.,-0.172,-0.322
2026-05-13 17:39:19,"L'image me met assez mal à l'aise parce que je sais pas si c'est de la roule, je sais pas si c'est des excréments, je sais pas ce que c'est.",-0.791,0.571
2026-05-13 17:39:27,Ça a l'air d'être détouallé de camping. Je deduis ça par le voie qui est derrière.,-0.061,-0.333
2026-05-13 17:39:31,Merci sometime !,0.544,0.526
2026-05-13 17:39:37,L'image me met assez mal à l'aise et c'est des toilettes dans un état.,-0.487,0.213
2026-05-13 17:39:50,"C'est assez mitigé parce que même la surface blues ou laquelle on est ce que c'est à soir, à l'air d'être un peu rouillé, il le veut de la peinture à disparu à certains endroits. Donc l'image me met en le mal à l'aide.",-0.373,-0.193
2026-05-13 17:40:30,"On a deux animaux, deux élèves-fans qui sont collés là-l'autre. Ça a l'air des jeunes élèves-fans parce que par rapport à la taille de l'accord, par rapport aux proportions et aussi par rapport à leur tête. Ça a l'air des très jeunes. Ils ont l'air d'être dans un roi bleu en zoo. Entrez son pain, liberté, parce qu'on voit une chaîne.",1.0,-0.618
2026-05-13 17:40:37,"C'est probablement soit un zéro, soit un lieu où ils sont tenus par des humains.",-0.068,0.014
2026-05-13 17:40:47,L'image me rentriste parce que j'aime pas voir les animaux que ça soit aux eaux ou attachés. Je préfère les voir en libérer une gueule.,-0.042,-0.063
2026-05-13 17:41:09,"Cette image ressemble à un pont, parce que je vois des pariers le long d'une route et ça a l'air d'être surélevée.",0.19,-0.152
2026-05-13 17:41:39,"Je dis que ça a l'air surlève, parce qu'il y a des arbres au loin et que les arbres qu'on voit au loin se remet au-dessus au niveau des barrières. Ça a l'air d'être aussi en fin de journée,",0.038,-0.314
2026-05-13 17:41:49,"L'image est très agréable, ça fait sembler une petite balade en fin d'après-midi, dans des bois ou à côté d'une forêt. Très agréable.",1.0,-0.207
