Timestamp,Texte,Valence,Arousal
2026-05-13 17:19:13,Je vois SDS en la rue. Il est allongé sur le goût des gauche. Il est une main sur sa jambroite.,-0.017,-0.94
2026-05-13 17:19:18,Je suis un solo agree avec une grille.,0.151,-1.0
2026-05-13 17:19:28,blown by the,-0.594,0.179
2026-05-13 17:19:33,Je suis très storeux et j'ai de la peine de me demander comment il en est arrivé là.,-0.667,0.258
2026-05-13 17:19:37,Et je me demande si on arrive.,-0.28,0.103
2026-05-13 17:20:13,Je vois un nuage avec derrière le soleil vers derrière le nuage.,0.692,-0.437
2026-05-13 17:20:26,"Au-dessus, il y a un ciel le, il y a un des grades des lures. Puis en descend, on bat deux magas.",0.247,-0.264
2026-05-13 17:20:29,Sur la mémoire quelque chose d'ajoli.,-0.134,-0.014
2026-05-13 17:20:43,"C'est pas éthique. Ou à rarement ça, dans le regard. J'imagine que ça a aimé de souler.",-0.579,-0.645
2026-05-13 17:21:33,hier qui se concentre 120% d'ortunité par możemy forecastothnique et de tous,0.094,-0.468
2026-05-13 17:21:36,Je m'as dit à nous où on est des moches.,0.09,-0.469
2026-05-13 17:22:05,J'allais walla vâcelifешеer !,0.106,0.765
2026-05-13 17:22:21,Le voie de petits éléphants.,-0.02,-0.064
2026-05-13 17:22:27,"Bien de nature, mon son très positif.",0.589,0.243
2026-05-13 17:22:30,Ils sont aussi enchaînés.,-0.055,0.026
2026-05-13 17:22:33,Ils ont l'air assez broche.,-0.126,-0.446
2026-05-13 17:22:43,Ils sont sur un seul mouillet.,0.018,-0.632
2026-05-13 17:22:48,Leur de la raie sont très peu développés.,-0.107,-0.052
2026-05-13 17:22:53,Sur la mes voies que...,-0.134,-0.731
2026-05-13 17:23:01,Elle est petrolée la main.,-0.3,-0.508
2026-05-13 17:23:04,Je me demande où ils sont imaginés que c'est un zéro.,-0.128,-0.244
2026-05-13 17:23:09,Et me demande aussi quoi ils sont enchaînés.,-0.178,0.308
2026-05-13 17:24:01,"Je vois un canard dans l'eau et un train d'avancer, j'imagine. Je vois le bordeau autour de lui dans une certaine direction.",0.89,-0.125
2026-05-13 17:24:06,Il a un bac orange et des vues me réchauffent.,0.111,0.219
2026-05-13 17:24:11,Et cela m'évoque un jour du vieux.,-0.109,-0.112
2026-05-13 17:24:15,Je pense les martilles et que...,-0.127,-0.736
2026-05-13 17:24:52,Je vois un accident qu'un camion est une voiture et on lui a de leur avant l'acé.,-0.422,0.15
2026-05-13 17:24:55,Il y a un agent de sécurité sur la droite en orange.,0.228,-0.277
2026-05-13 17:24:59,C'est une région de Froid.,0.017,-0.084
2026-05-13 17:25:03,Je pense que c'est un vieux camion.,-0.053,-0.187
2026-05-13 17:25:07,Car je ne remercue pas la marque.,-0.324,-0.118
2026-05-13 17:25:23,"Je me demande ce qu'il est en train de transporter. On voit le barbris vaardère, à curéry, et on voit une partie moteur vaardère.",-0.197,-0.058
2026-05-13 17:25:24,Merci de son bar choc.,-0.979,0.689
2026-05-13 17:25:29,"Vous la voiture, on va aussi s'en part, par d'air.",0.068,-0.133
2026-05-13 17:25:31,"Mais moi, on te digre.",-0.157,0.135
2026-05-13 17:25:37,On ne voit pas les comptes d'air.,0.082,-0.135
2026-05-13 17:26:02,"Je vois un paysage, dirais qu'on est sur abond.",0.389,-0.456
2026-05-13 17:26:08,On voit le fil du soleil sans voir le soleil directement.,0.349,-0.449
2026-05-13 17:26:19,"On va rentrer comme si on voyait le ciel, lui en rééde du nuage comme si c'est une gavère.",0.076,-0.097
2026-05-13 17:26:21,Cela me cure de la joie.,0.626,0.181
2026-05-13 17:26:25,...,0.244,-1.0
2026-05-13 17:26:26,Ce sera très joli.,1.0,-0.156
2026-05-13 17:26:28,On voit un peu de nature...,0.117,-0.355
2026-05-13 17:26:32,Il y a de l'image.,0.224,-0.426
2026-05-13 17:26:39,"On voit des reflits d'roges imaginés, qui remplaît le ciel et la lumière.",0.376,-0.324
2026-05-13 17:26:59,Je vois à deux pertes de votre...,-0.18,-0.268
2026-05-13 17:27:05,Je suis un seul robot.,-0.185,0.32
2026-05-13 17:27:17,Ça perd de both dans une siècle honnête.,-0.37,0.178
2026-05-13 17:27:23,Je pense que ce sont différentes de bottes.,-0.156,-0.275
2026-05-13 17:27:28,OUN NOS FRANML.,-0.158,-0.262
2026-05-13 17:27:33,"Et un autre type, botte, vuche militaire.",0.045,-0.335
2026-05-13 17:27:39,J'en ai commencé� GREEN.,0.343,0.061
2026-05-13 17:27:43,"Vous configurez peu près le moche, mais pas le bon bord.",-0.011,-0.322
2026-05-13 17:28:04,Voici des toilettes sèches. Pas de très bien nettoyé.,-0.247,0.273
2026-05-13 17:28:08,Avec la longue hâte verte.,0.066,-0.526
2026-05-13 17:28:10,Un mur en bois.,-0.13,-0.882
2026-05-13 17:28:13,Et à sol trés de culasse.,0.015,-0.168
2026-05-13 17:28:19,Je vois des goulants voyés.,-0.084,-0.092
2026-05-13 17:28:23,Et cela me voit que...,0.153,-0.223
2026-05-13 17:28:29,Je ne me batte pas cette image.,-0.243,0.25
