Timestamp,Texte,Valence,Arousal
2026-05-20 15:56:56,"Je suis très forte, je vois un camion et une voiture en action de la route. Ça ne m'en se passe pas, je vous ai bien des rangers et voilà, j'en ai tout.",-0.405,0.447
2026-05-20 15:57:15,"Alors là, ça a l'air des mines promenades avec un ciel en souligne. Je m'inspire où l'avait l'île.",0.202,-0.293
2026-05-20 15:57:34,"Alors, tu vois un son zet, pendant la rue, et j'en en suis pas pour du voir.",-0.111,0.013
2026-05-20 15:57:56,L'avant d'en bas au port il a pas l'air de faire pour parce que la mère est l'image.,0.228,-0.173
2026-05-20 15:58:01,Ça me donne absolument plus valide dans l'oumié Jouis-Petot.,0.042,-0.072
2026-05-20 15:58:19,Je vous ai déléné pour déditer les fausses. C'est comme ça. On t'enchaînait. On sentait de la main. Et d'une image en espoule.,-0.332,-0.646
2026-05-20 15:58:39,"Que le site de mesr ellas 먹고 le site image argent, côte, punct de trist input et d'essence française.",0.125,0.056
2026-05-20 15:58:58,"Si on s'allait de soirée dans un chancrit très très joli, ça va pas me évacuer et mentir la vie.",0.472,0.302
2026-05-20 15:59:12,"Qui alors joie des bottes sur un parquet, on dirait une image en de part ce que...",0.411,-0.215
2026-05-20 15:59:21,"En 就是ant le livre en pieu par arch Enemy, qu'est-ce que universo? En Russ規te de l'agence rame hecho par Elia C Vegas pour les livre en prière. Mais comme initiated par l'art de Marignoler, le film Steve W famous for Losers Arts? Yet again, ma votre 좋아요 que vous achîiez Wouldn't forget the courage never to die. Hein? Sch obé함?",-1.0,0.384
2026-05-20 15:59:40,"Je suis très oubiblement serré, je suis gentil. Dans un cabinet, on voit vraiment ce plat qu'on chose. Alors c'est tâle, t'es dit.",-0.03,-0.744
